Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,BSA,Budget_SubActivity_BSA_Title,Budget_Line_Item,Budget_Line_Item_BLI_Title,Cost_Type,Cost_Type_Title,Add_Non_Add,FY_2025_Actuals_Quantity,FY_2025_Actuals_Amount,FY_2025_Reconcilation_Quantity,FY_2025_Reconciliation_Amount,FY_2025_Total_Quantity,FY_2025_Total_Amount,FY_2026_Discretionary_Enacted_Quantity,FY_2026_Discretionary_Enacted_Amount,FY_2026_PL_119_21_Spend_Plan_Quantity,FY_2026_PL_119_21_Spend_Plan_Amount,FY_2026_Total_Quantity,FY_2026_Total_Amount,FY_2027_Discretionary_Request_Quantity,FY_2027_Discretionary_Request_Amount,FY_2027_Mandatory_Quantity,FY_2027_Mandatory_Amount,FY_2027_Total_Quantity,FY_2027_Total_Amount,Classification
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,69,10,Other Shore Electronic Equipment,2960,Integ Combat System Test Facility,A,Weapon System Cost,Add,0,6709,,,0,6709,0,11493,,,0,11493,0,6454,,,0,6454,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,70,10,Other Shore Electronic Equipment,2970,EMI Control Instrumentation,A,Weapon System Cost,Add,0,4081,,,0,4081,0,3687,,,0,3687,0,3435,,,0,3435,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,71,10,Other Shore Electronic Equipment,2981,In-Service Radars and Sensors,A,Weapon System Cost,Add,0,262890,,,0,262890,0,249656,,,0,249656,0,338946,,,0,338946,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,72,11,Shipboard Communications,2437,Battle Force Tactical Network,A,Weapon System Cost,Add,0,104019,,,0,104019,0,106583,,,0,106583,0,125661,,,0,125661,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,73,11,Shipboard Communications,3010,Shipboard Tactical Communications,A,Weapon System Cost,Add,0,24602,,,0,24602,0,20900,,,0,20900,0,50350,,,0,50350,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,74,11,Shipboard Communications,3050,Ship Communications Automation,A,Weapon System Cost,Add,0,103546,0,23775,0,127321,0,162075,,,0,162075,0,156605,,,0,156605,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,75,11,Shipboard Communications,3057,Communications Items Under $5M,A,Weapon System Cost,Add,0,9209,,,0,9209,0,11138,,,0,11138,0,15097,,,0,15097,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,76,12,Submarine Communications,3107,Submarine Broadcast Support,A,Weapon System Cost,Add,0,129467,,,0,129467,0,113115,,,0,113115,0,173069,,,0,173069,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,77,12,Submarine Communications,3130,Submarine Communication Equipment,A,Weapon System Cost,Add,0,68334,,,0,68334,0,84584,,,0,84584,0,88071,,,0,88071,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,78,13,Satellite Communications,3215,Satellite Communications Systems,A,Weapon System Cost,Add,0,59732,,,0,59732,0,62943,,,0,62943,0,57961,,,0,57961,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,79,13,Satellite Communications,3216,Navy Multiband Terminal (NMT),A,Weapon System Cost,Add,0,162928,,,0,162928,0,63433,,,0,63433,0,57768,,,0,57768,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,80,13,Satellite Communications,3222,Mobile Advanced EHF Terminal (MAT),A,Weapon System Cost,Add,,,,,,,0,220453,,,0,220453,0,202305,,,0,202305,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,81,14,Shore Communications,3302,Joint Communications Support Element (JCSE),A,Weapon System Cost,Add,0,4551,,,0,4551,0,3389,,,0,3389,,,,,,,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,82,15,Cryptographic Equipment,3415,Info Systems Security Program (ISSP),A,Weapon System Cost,Add,0,187188,0,7875,0,195063,0,191239,,,0,191239,0,349099,,,0,349099,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,83,15,Cryptographic Equipment,3417,MIO Intel Exploitation Team,A,Weapon System Cost,Add,0,1100,,,0,1100,0,1122,,,0,1122,0,1063,,,0,1063,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,84,16,Cryptologic Equipment,3501,Cryptologic Communications Equip,A,Weapon System Cost,Add,0,15506,,,0,15506,0,7841,,,0,7841,0,7419,,,0,7419,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,85,17,Other Electronic Support,2S52,DON TRR-1 (Afloat),A,Weapon System Cost,Add,0,10370,,,0,10370,,,,,,,,,,,,,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,86,17,Other Electronic Support,2S60,DON UAS Video 5 (Afloat),A,Weapon System Cost,Add,0,5370,,,0,5370,,,,,,,,,,,,,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,87,17,Other Electronic Support,2S62,USN Ashore/Shipboard CONOPS Verification and,A,Weapon System Cost,Add,0,6586,,,0,6586,,,,,,,,,,,,,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,88,17,Other Electronic Support,2S74,USN Training Ranges - Codify CONOPS/TTPs,A,Weapon System Cost,Add,0,1375,,,0,1375,,,,,,,,,,,,,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,89,17,Other Electronic Support,2S75,USN Training Ranges - Spectrum Sensing,A,Weapon System Cost,Add,0,1000,,,0,1000,,,,,,,,,,,,,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,90,17,Other Electronic Support,2S82,USN EME Sensing and Monitoring,A,Weapon System Cost,Add,0,120,,,0,120,,,,,,,,,,,,,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,91,17,Other Electronic Support,3620,Coast Guard Equipment,A,Weapon System Cost,Add,0,49523,,,0,49523,0,58764,,,0,58764,0,67106,,,0,67106,U
1810N,"Other Procurement, Navy",N,02,Communications and electronics equipment,92,19,Drug Interdiction Support,3820,Other Drug Interdiction Support,A,Weapon System Cost,Add,0,18486,,,0,18486,,,,,,,0,57568,,,0,57568,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,93,01,Sonobuoys,4048,Sonobuoys - All Types,A,Weapon System Cost,Add,0,353441,,,0,353441,0,289908,,80000,0,369908,0,300151,,,0,300151,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,94,03,Aircraft Support Equipment,3640,Minotaur,A,Weapon System Cost,Add,0,5431,,,0,5431,0,5191,,,0,5191,0,4831,,,0,4831,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,95,03,Aircraft Support Equipment,4204,Weapons Range Support Equipment,A,Weapon System Cost,Add,0,138062,,,0,138062,0,123435,,,0,123435,0,119900,,,0,119900,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,96,03,Aircraft Support Equipment,4213,Aircraft Support Equipment,A,Weapon System Cost,Add,0,121727,,,0,121727,0,82039,,,0,82039,0,69065,,,0,69065,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,97,03,Aircraft Support Equipment,4217,Advanced Arresting Gear (AAG),A,Weapon System Cost,Add,0,2244,,,0,2244,0,4484,,,0,4484,0,23551,,,0,23551,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,98,03,Aircraft Support Equipment,4219,Electromagnetic Aircraft Launch System (EMALS,A,Weapon System Cost,Add,0,14702,,,0,14702,0,16294,,,0,16294,0,36908,,,0,36908,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,99,03,Aircraft Support Equipment,4226,Meteorological Equipment,A,Weapon System Cost,Add,0,17982,,,0,17982,0,13806,,,0,13806,0,7477,,,0,7477,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,100,03,Aircraft Support Equipment,4248,Airborne MCM,A,Weapon System Cost,Add,0,10643,,,0,10643,0,9643,,,0,9643,0,9507,,,0,9507,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,101,03,Aircraft Support Equipment,4268,Aviation Support Equipment,A,Weapon System Cost,Add,0,99656,,,0,99656,0,111334,,,0,111334,0,116873,,,0,116873,U
1810N,"Other Procurement, Navy",N,03,Aviation support equipment,102,03,Aircraft Support Equipment,4269,UMCS-Unman Carrier Aviation(UCA)Mission Cntrl,A,Weapon System Cost,Add,0,119561,,,0,119561,0,186909,,,0,186909,0,211216,,,0,211216,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,103,02,Ship Gun System Equipment,5111,Ship Gun Systems Equipment,A,Weapon System Cost,Add,0,6712,,,0,6712,0,7358,,,0,7358,0,6962,,,0,6962,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,104,03,Ship Missile Systems Equipment,5227,Harpoon Support Equipment,A,Weapon System Cost,Add,0,226,,,0,226,0,209,,,0,209,0,195,,,0,195,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,105,03,Ship Missile Systems Equipment,5231,Ship Missile Support Equipment,A,Weapon System Cost,Add,0,431830,,,0,431830,0,527292,,,0,527292,0,431069,,,0,431069,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,106,03,Ship Missile Systems Equipment,5253,Tomahawk Support Equipment,A,Weapon System Cost,Add,0,98921,,,0,98921,0,107709,,,0,107709,0,116208,,,0,116208,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,107,04,FBM Support Equipment,5353,CPS Support Equipment,A,Weapon System Cost,Add,,,,,,,0,67264,,,0,67264,0,188430,,,0,188430,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,108,04,FBM Support Equipment,5358,Strategic Missile Systems Equip,A,Weapon System Cost,Add,0,320691,,,0,320691,0,491179,,9180,0,500359,0,327941,,,0,327941,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,109,05,ASW Support Equipment,5420,SSN Combat Control Systems,A,Weapon System Cost,Add,0,153237,,,0,153237,0,102954,,,0,102954,0,165416,,,0,165416,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,110,05,ASW Support Equipment,5429,ASW Support Equipment,A,Weapon System Cost,Add,0,25362,,,0,25362,0,25721,,,0,25721,0,25105,,,0,25105,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,111,06,Other Ordnance Support Equipment,5509,Explosive Ordnance Disposal Equip,A,Weapon System Cost,Add,0,52885,,,0,52885,0,17758,,,0,17758,0,48252,,,0,48252,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,112,06,Other Ordnance Support Equipment,5510,Directed Energy Systems,A,Weapon System Cost,Add,0,3817,,,0,3817,0,2976,,,0,2976,,,,,,,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,113,06,Other Ordnance Support Equipment,5543,Items Less Than $5 Million,A,Weapon System Cost,Add,0,3193,,,0,3193,0,3635,,,0,3635,0,2592,,,0,2592,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,114,07,Other Expendable Ordnance,5530,Anti-Ship Missile Decoy System,A,Weapon System Cost,Add,0,75614,,,0,75614,0,50741,,,0,50741,0,606241,,,0,606241,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,115,07,Other Expendable Ordnance,5661,Submarine Training Device Mods,A,Weapon System Cost,Add,0,80236,,,0,80236,0,77889,,,0,77889,0,73681,,,0,73681,U
1810N,"Other Procurement, Navy",N,04,Ordnance support equipment,116,07,Other Expendable Ordnance,5664,Surface Training Equipment,A,Weapon System Cost,Add,0,179960,,,0,179960,0,177885,,8200,0,186085,0,218181,,,0,218181,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,117,01,Civil Engineering Support Equipment,6003,Passenger Carrying Vehicles,A,Weapon System Cost,Add,0,3751,,,0,3751,0,3825,,,0,3825,0,3567,,,0,3567,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,118,01,Civil Engineering Support Equipment,6007,General Purpose Trucks,A,Weapon System Cost,Add,0,5795,,,0,5795,0,5489,,,0,5489,0,4801,,,0,4801,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,119,01,Civil Engineering Support Equipment,6009,Trailers,A,Weapon System Cost,Add,,,,,,,,,,200,,200,,,,,,,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,120,01,Civil Engineering Support Equipment,6024,Construction & Maintenance Equip,A,Weapon System Cost,Add,0,76983,,,0,76983,0,105592,,,0,105592,0,91269,,,0,91269,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,121,01,Civil Engineering Support Equipment,6027,Fire Fighting Equipment,A,Weapon System Cost,Add,0,23006,,,0,23006,0,27675,,,0,27675,0,17107,,,0,17107,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,122,01,Civil Engineering Support Equipment,6028,Tactical Vehicles,A,Weapon System Cost,Add,0,36355,,,0,36355,0,37262,,,0,37262,0,46796,,,0,46796,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,123,01,Civil Engineering Support Equipment,6033,Amphibious Equipment,A,Weapon System Cost,Add,0,6454,,,0,6454,0,38073,,,0,38073,0,53916,,,0,53916,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,124,01,Civil Engineering Support Equipment,6058,Pollution Control Equipment,A,Weapon System Cost,Add,0,3924,,,0,3924,0,4009,,,0,4009,0,3586,,,0,3586,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,125,01,Civil Engineering Support Equipment,6060,Items less than $5 Million,A,Weapon System Cost,Add,0,103014,,,0,103014,0,127086,,,0,127086,0,131449,,,0,131449,U
1810N,"Other Procurement, Navy",N,05,Civil engineering support equipment,126,01,Civil Engineering Support Equipment,6075,Physical Security Vehicles,A,Weapon System Cost,Add,0,1301,,,0,1301,0,1297,,,0,1297,0,998,,,0,998,U
1810N,"Other Procurement, Navy",N,06,Supply support equipment,127,01,Supply Support Equipment,7025,Supply Equipment,A,Weapon System Cost,Add,0,56585,,,0,56585,,,,40800,0,40800,0,67828,,,0,67828,U
1810N,"Other Procurement, Navy",N,06,Supply support equipment,128,01,Supply Support Equipment,7066,First Destination Transportation,A,Weapon System Cost,Add,0,6463,,,0,6463,0,6203,,,0,6203,0,4732,,,0,4732,U
1810N,"Other Procurement, Navy",N,06,Supply support equipment,129,01,Supply Support Equipment,7069,Special Purpose Supply Systems,A,Weapon System Cost,Add,0,985996,,,0,985996,0,666618,,,0,666618,0,323644,,,0,323644,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,130,01,Training Devices,8081,Training Support Equipment,A,Weapon System Cost,Add,0,5341,,,0,5341,0,3480,,,0,3480,0,10608,,,0,10608,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,131,01,Training Devices,8101,Training and Education Equipment,A,Weapon System Cost,Add,0,43126,,,0,43126,0,73631,,,0,73631,0,331016,,,0,331016,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,132,02,Command Support Equipment,8106,Command Support Equipment,A,Weapon System Cost,Add,0,29698,,,0,29698,0,34249,,,0,34249,0,55202,,,0,55202,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,133,02,Command Support Equipment,8109,Medical Support Equipment,A,Weapon System Cost,Add,0,10122,,,0,10122,0,24256,,,0,24256,0,54862,,,0,54862,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,135,02,Command Support Equipment,8114,Naval MIP Support Equipment,A,Weapon System Cost,Add,0,6590,,,0,6590,0,8810,,21946,0,30756,0,5213,,,0,5213,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,136,02,Command Support Equipment,8118,Operating Forces Support Equipment,A,Weapon System Cost,Add,0,17941,,,0,17941,0,16567,,,0,16567,0,15107,,,0,15107,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,137,02,Command Support Equipment,8120,C4ISR Equipment,A,Weapon System Cost,Add,0,33606,,,0,33606,0,36945,,,0,36945,0,33975,,,0,33975,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,138,02,Command Support Equipment,8126,Environmental Support Equipment,A,Weapon System Cost,Add,0,47499,,,0,47499,0,42860,,,0,42860,0,60467,,,0,60467,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,139,02,Command Support Equipment,8128,Physical Security Equipment,A,Weapon System Cost,Add,0,138799,,,0,138799,0,166577,,,0,166577,0,218037,,,0,218037,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,140,02,Command Support Equipment,8161,Enterprise Information Technology,A,Weapon System Cost,Add,0,42026,,,0,42026,0,42363,,,0,42363,0,40490,,,0,40490,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,141,05,Other,8150,Cancelled Account Adjustments,A,Weapon System Cost,Add,0,46,,,0,46,,,,,,,,,,,,,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,142,05,Other,8164,Next Generation Enterprise Service,A,Weapon System Cost,Add,0,226479,,,0,226479,0,185755,,,0,185755,0,223647,,,0,223647,U
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,143,05,Other,8645,Cyberspace Activities,A,Weapon System Cost,Add,0,2195,,,0,2195,0,2239,,,0,2239,0,7131,,,0,7131,U
1810N,"Other Procurement, Navy",,07,,999,99,Classified Programs,9999999999,Classified Programs,,,Add,,16134,,,,16134,0,62991,,,0,62991,0,42813,,,0,42813,U
1810N,"Other Procurement, Navy",N,08,Spares and repair parts,144,01,Spares and Repair Parts,9020,Spares and Repair Parts,A,Weapon System Cost,Add,0,1007643,,,0,1007643,0,159138,,1987827,0,2146965,0,765711,,,0,765711,U
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,1,01,Tracked Combat Vehicles,2021,AAV7A1 PIP,A,Weapon System Cost,Add,0,2773,,,0,2773,0,21,,,0,21,,,,,,,U
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,2,01,Tracked Combat Vehicles,2025,Amphibious Combat Vehicle Family of Vehicles,A,Weapon System Cost,Add,91,810276,,,91,810276,91,780296,,241000,91,1021296,0,237336,,,0,237336,U
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,3,01,Tracked Combat Vehicles,2038,LAV PIP,A,Weapon System Cost,Add,0,761,,,0,761,0,764,,,0,764,0,68825,,,0,68825,U
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,4,02,Artillery and Other Weapons,2185,155mm Lightweight Towed Howitzer,A,Weapon System Cost,Add,0,1823,,,0,1823,0,3,,,0,3,0,5709,,,0,5709,U
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,5,02,Artillery and Other Weapons,2212,Artillery Weapons System,A,Weapon System Cost,Add,0,72653,,,0,72653,0,210897,,17400,0,228297,0,341085,,,0,341085,U
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,6,02,Artillery and Other Weapons,2220,Weapons and Combat Vehicles Under $5 Million,A,Weapon System Cost,Add,0,15895,,,0,15895,0,13401,,,0,13401,0,50299,,,0,50299,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,7,01,Guided Missiles,2101,Tomahawk,A,Weapon System Cost,Add,18,112534,,,18,112534,,,,,,,,,,,,,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,8,01,Guided Missiles,2292,Naval Strike Missile (NSM),A,Weapon System Cost,Add,77,170845,,,77,170845,90,169874,,52600,90,222474,103,230802,,,103,230802,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,8,01,Guided Missiles,2292,Naval Strike Missile (NSM),B,Less: Advance Procurement (PY),Add,,-26163,,,,-26163,,-26163,,,,-26163,0,-26163,,,0,-26163,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,9,01,Guided Missiles,2292,Naval Strike Missile (NSM),C,Advance Procurement (CY),Add,0,30087,,,0,30087,0,20930,,,0,20930,0,14391,,,0,14391,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,9,01,Guided Missiles,2292,Naval Strike Missile (NSM),C,C (FY 2025 for FY 2026) (M),Non-Add,0,18314,,,0,18314,,,,,,,,,,,,,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,9,01,Guided Missiles,2292,Naval Strike Missile (NSM),C,C (FY 2025 for FY 2027) (M),Non-Add,0,6541,,,0,6541,,,,,,,,,,,,,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,9,01,Guided Missiles,2292,Naval Strike Missile (NSM),C,C (FY 2025 for FY 2028) (M),Non-Add,0,5232,,,0,5232,,,,,,,,,,,,,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,9,01,Guided Missiles,2292,Naval Strike Missile (NSM),C,C (FY 2026 for FY 2027) (M),Non-Add,,,,,,,0,14390,,,0,14390,,,,,,,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,9,01,Guided Missiles,2292,Naval Strike Missile (NSM),C,C (FY 2026 for FY 2028) (M),Non-Add,,,,,,,0,6540,,,0,6540,,,,,,,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,9,01,Guided Missiles,2292,Naval Strike Missile (NSM),C,C (FY 2027 for FY 2028) (M),Non-Add,,,,,,,,,,,,,0,14391,,,0,14391,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,10,01,Guided Missiles,3006,Ground Based Air Defense,A,Weapon System Cost,Add,0,411151,,,0,411151,0,620220,,,0,620220,0,1274446,,,0,1274446,U
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,11,01,Guided Missiles,3011,Anti-Armor Missile-Javelin,A,Weapon System Cost,Add,59,65211,,,59,65211,56,32576,,,56,32576,193,63020,,,193,63020,U
